,0
1231,1
1232,2
1233,1
1234,0
1235,1
1236,3
1237,1
1238,1
1239,0
1240,3
1241,4
1242,1
1243,3
1244,2
1245,0
1246,4
1247,0
1248,4
1249,3
1250,3
1251,4
1252,0
1253,0
1254,3
1255,1
1256,1
1257,2
1258,4
1259,4
1260,2
1261,3
1262,4
1263,2
1264,0
1265,2
1266,2
1267,3
1268,3
1269,3
1270,0
1271,3
1272,2
1273,1
1274,4
1275,1
1276,1
1277,3
1278,2
1279,1
1280,2
1281,4
1282,2
1283,4
1284,3
1285,2
1286,2
1287,2
1288,3
1289,4
1290,1
1291,0
1292,1
1293,2
1294,0
1295,1
1296,0
1297,3
1298,2
1299,3
1300,2
1301,2
1302,1
1303,4
1304,4
1305,2
1306,0
1307,2
1308,3
1309,4
1310,1
1311,0
1312,0
1313,2
1314,2
1315,4
1316,2
1317,3
1318,0
1319,2
1320,4
1321,2
1322,0
1323,3
1324,3
1325,1
1326,1
1327,0
1328,3
1329,1
1330,1
1331,1
1332,1
1333,2
1334,4
1335,0
1336,3
1337,1
1338,0
1339,1
1340,4
1341,4
1342,4
1343,2
1344,1
1345,4
1346,1
1347,4
1348,2
1349,0
1350,3
1351,0
1352,3
1353,2
1354,2
1355,4
1356,0
1357,1
1358,0
1359,1
1360,0
1361,1
1362,1
1363,3
1364,2
1365,0
1366,3
1367,1
1368,4
1369,2
1370,1
1371,0
1372,0
1373,1
1374,3
1375,1
1376,0
1377,4
1378,3
1379,2
1380,3
1381,2
1382,3
1383,2
1384,2
1385,4
1386,0
1387,4
1388,0
1389,3
1390,2
1391,0
1392,0
1393,2
1394,3
1395,4
1396,3
1397,4
1398,3
1399,4
1400,4
1401,0
1402,4
1403,2
1404,2
1405,4
1406,0
1407,0
1408,1
1409,3
1410,1
1411,0
1412,2
1413,2
1414,3
1415,1
1416,3
1417,4
1418,2
1419,2
1420,0
1421,4
1422,4
1423,0
1424,2
1425,2
1426,0
1427,1
1428,3
1429,1
1430,2
1431,0
1432,1
1433,0
1434,4
1435,1
1436,3
1437,2
1438,3
1439,4
1440,4
1441,0
1442,0
1443,0
1444,3
1445,2
1446,0
1447,1
1448,3
1449,1
1450,2
1451,4
1452,0
1453,1
1454,2
1455,3
1456,2
1457,0
1458,1
1459,1
1460,4
1461,3
1462,0
1463,4
1464,0
1465,1
1466,1
1467,3
1468,2
1469,3
1470,0
1471,4
1472,4
1473,3
1474,1
1475,3
1476,3
1477,0
1478,3
1479,3
1480,0
1481,4
1482,2
1483,4
1484,0
1485,4
1486,3
1487,1
1488,1
1489,4
1490,2
1491,1
1492,2
1493,0
1494,0
1495,1
1496,4
1497,4
1498,2
1499,1
1500,3
1501,0
1502,0
1503,4
1504,3
1505,1
1506,1
1507,4
1508,1
1509,0
1510,1
1511,0
1512,0
1513,2
1514,3
1515,1
1516,4
1517,4
1518,0
1519,2
1520,1
1521,4
1522,3
1523,3
1524,2
1525,0
1526,1
1527,0
1528,0
1529,1
1530,3
1531,1
1532,4
1533,3
1534,3
1535,4
1536,1
1537,4
1538,0
1539,0
1540,1
1541,2
1542,0
1543,3
1544,1
1545,4
1546,1
1547,2
1548,3
1549,4
1550,0
1551,2
1552,3
1553,0
1554,4
1555,1
1556,3
1557,2
1558,0
1559,2
1560,2
1561,1
1562,0
1563,3
1564,0
1565,0
1566,2
1567,3
1568,2
1569,3
1570,4
1571,4
1572,1
1573,1
1574,3
1575,2
1576,4
1577,1
1578,2
1579,0
1580,4
1581,1
1582,0
1583,3
1584,2
1585,2
1586,3
1587,0
1588,3
1589,2
1590,3
1591,2
1592,0
1593,1
1594,3
1595,4
1596,3
1597,4
1598,1
1599,2
1600,1
1601,4
1602,2
1603,1
1604,4
1605,1
1606,0
1607,1
1608,4
1609,0
1610,2
1611,1
1612,3
1613,4
1614,3
1615,3
1616,4
1617,1
1618,3
1619,0
1620,1
1621,2
1622,1
1623,3
1624,3
1625,1
1626,0
1627,3
1628,2
1629,3
1630,0
1631,0
1632,3
1633,2
1634,3
1635,3
1636,0
1637,2
1638,0
1639,0
1640,2
1641,1
1642,2
1643,1
1644,3
1645,2
1646,4
1647,3
1648,2
1649,0
1650,3
1651,4
1652,1
1653,2
1654,3
1655,4
1656,0
1657,4
1658,4
1659,3
1660,1
1661,4
1662,1
1663,3
1664,4
1665,0
1666,4
1667,4
1668,0
1669,4
1670,4
1671,4
1672,4
1673,1
1674,0
1675,3
1676,1
1677,2
1678,1
1679,3
1680,2
1681,4
1682,0
1683,3
1684,3
1685,4
1686,4
1687,4
1688,3
1689,3
1690,1
1691,2
1692,1
1693,4
1694,4
1695,3
1696,4
1697,0
1698,0
1699,3
1700,2
1701,3
1702,1
1703,2
1704,1
1705,1
1706,1
1707,3
1708,3
1709,1
1710,3
1711,4
1712,1
1713,3
1714,1
1715,0
1716,4
1717,4
1718,2
1719,3
1720,2
1721,2
1722,1
1723,3
1724,4
1725,0
1726,0
1727,3
1728,1
1729,4
1730,4
1731,4
1732,4
1733,3
1734,2
1735,3
1736,2
1737,0
1738,3
1739,4
1740,2
1741,1
1742,2
1743,3
1744,1
1745,2
1746,0
1747,3
1748,4
1749,4
1750,0
1751,1
1752,1
1753,2
1754,0
1755,0
1756,0
1757,1
1758,3
1759,1
1760,2
1761,3
1762,3
1763,3
1764,2
1765,3
1766,4
1767,3
1768,4
1769,2
1770,4
1771,4
1772,1
1773,3
1774,3
1775,0
1776,2
1777,3
1778,0
1779,0
1780,2
1781,1
1782,3
1783,1
1784,1
1785,3
1786,3
1787,4
1788,4
1789,0
1790,2
1791,1
1792,4
1793,3
1794,0
1795,1
1796,4
1797,0
1798,1
1799,4
1800,3
1801,3
1802,3
1803,1
1804,3
1805,2
1806,3
1807,3
1808,2
1809,1
1810,4
1811,1
1812,4
1813,4
1814,2
1815,0
1816,3
1817,2
1818,3
1819,2
1820,1
1821,1
1822,0
1823,0
1824,0
1825,3
1826,4
1827,0
1828,4
1829,4
1830,0
1831,1
1832,4
1833,1
1834,2
1835,1
1836,0
1837,3
1838,4
1839,2
1840,3
1841,4
1842,3
1843,1
1844,4
1845,2
1846,0
1847,0
1848,1
1849,4
1850,4
1851,0
1852,2
1853,1
1854,1
1855,3
1856,4
1857,1
1858,3
1859,4
1860,2
1861,0
1862,1
1863,4
1864,2
1865,1
1866,3
1867,0
1868,0
1869,3
1870,0
1871,2
1872,3
1873,1
1874,2
1875,2
1876,1
1877,2
1878,3
1879,4
1880,1
1881,1
1882,1
1883,3
1884,1
1885,0
1886,2
1887,3
1888,0
1889,1
1890,2
1891,2
1892,0
1893,2
1894,4
1895,0
1896,2
1897,1
1898,0
1899,4
1900,3
1901,4
1902,3
1903,1
1904,1
1905,1
1906,0
1907,4
1908,0
1909,2
1910,4
1911,1
1912,0
1913,2
1914,4
1915,1
1916,2
1917,0
1918,4
1919,0
1920,1
1921,1
1922,4
1923,1
1924,1
1925,3
1926,1
1927,2
1928,0
1929,4
1930,3
1931,4
1932,0
1933,2
1934,1
1935,0
1936,4
1937,2
1938,4
1939,1
1940,1
1941,3
1942,3
1943,3
1944,4
1945,2
1946,4
1947,2
1948,0
1949,3
1950,0
1951,1
1952,3
1953,2
1954,2
1955,3
1956,1
1957,2
1958,2
1959,3
1960,4
1961,2
1962,4
1963,1
1964,2
1965,4
1966,1
1967,3
1968,1
1969,2
1970,1
1971,2
1972,4
1973,0
1974,0
1975,0
1976,1
1977,2
1978,4
1979,2
1980,0
1981,0
1982,2
1983,1
1984,0
1985,0
1986,2
1987,4
1988,4
1989,0
1990,0
1991,3
1992,4
1993,1
1994,1
1995,3
1996,1
1997,1
1998,2
1999,4
